name,birthyear,
Gregory Wendell Fawcett,1969
Gregory M. Poehler,1974
Gregory Andrew Rikaart,1977
Gregory Bauer Roberts IV,1969
Gregory Sestero,1978
Gregorio Barbieri Jr.,1978
Guy Anthony Hutchinson,1974
Robert Torry,1969
Hilly Gene Hicks Jr.,1970
Tong Hoon Lee,1973
Huma Mahmood Abedin,1976
Robert Hunter Biden,1970
Harold Eugene Ford Jr.,1970
Harry Jay Knowles,1971
Paul Raphael Hall,1976
Robert Sanford Havoc Pennington,1976
Heather Schoeny,1970
Heather Alicia Simms,1970
Heather Wahlquist,1977
Heather Nicole West,1977
Harry Magee Sparks III,1969
Hank Alexander Matthews,1978
Hannah Allam,1977
Ian R. Kahn,1972
Robert Singleton,1975
Isabel Boyer Gillies,1970
Isamu Lee Jordan,1975
Jesse Reeves Benton,1977
Jesse John Bochco,1975
Jesse E. Johnson,1970
Jesse Franklin Heiman,1978
Jesse Gregory James,1969
Jessica Care Moore,1971
Nina Danielle Sklar,1971
Jessica Sage Yellin,1971
Tiffany Arrington,1972
Jill Susan Dobson,1977
Jill Sondra Dorfman,1976
Jillian L. McKarus,1974
James Ananich,1975
James Rash,1971
James Raymond Simpson,1975
Jimmie Kenneth Johnson,1975
James Michael LaSalvia Jr.,1970
James Andrew Little,1976
Joseph Glenn Herbert,1971
Joseph Martin DiRosa,1974
Joseph R. Francis,1973
Joseph Kindall Hurd III,1969
Joseph Lo Truglio,1970
Joseph Stillman,1969
Joseph Zaso,1970
Samuel Joseph Wurzelbacher,1973
Joel Chasnoff,1973
Joel Pearce Heyman,1971
Joelle Marie Carter,1972
Joseph Daniel Kern,1976
John Meise,1970
John Peter Cabrera,1975
John Daniel Couriel,1978
John Joseph Ducey,1969
James Adam Ponsoldt,1978
James Matthew Verbicky,1973
James Smallwood Waterston,1969
Jamison Dean Newberg,1969
James Campbell McGonnigal,1975
Jonathan Stucky,1978
Jane Jungyon Kim,1977
Janet Elizabeth Vestal,1976
Janette Nguyen Luu,1976
Janice Min,1969
Jared Schutz Polis,1975
Jason Bergmann,1978
Jason James Carter,1975
Jason Wright Downs,1973
Jason Edward Kocol,1975
Jason Patrick Faunt,1974
Jason Conrad Hawes,1971
Jason Michael Lee,1970
Jason Scott Mesnick,1976
Jason Alan Miller,1976
Jason Raize Rothenberg,1975
William Jones,1974
Jason Harper Shellen,1973
Jason Andrew Stanford,1970
Daniel Jason Sudeikis,1975
Jason Michael Zumwalt,1975
Jawn Murray,1977
Jason Todd Alders,1973
Jamie Charles Bakker,1975
Jay Kenneth Johnson,1977
Joseph Andrew Hughes Paulson,1978
Jed Tucker Whedon,1974
Jeffrey Thomas Bridich,1977
Jeffrey Nero Hardy,1977
Jeffrey Lane Hephner,1975
Jeff Moss,1975
Jeffrey David Olson,1973
Jeffrey Hanson Richards,1974
Jeffrey David Steele,1971
Jefferson Daniel Wood,1973
Jeffrey David Erb,1969
Jeffrey Glen Hunt,1973
Jeffrey Nicholas Brown,1975
Jennifer Mueller,1978
Jenji Leslie Kohan,1969
Jennifer Hudlett,1971
Jennifer Leigh Greenberg,1974
Jennifer Lee,1976
Jennifer Tara,1974
Jennifer Crystal,1973
Jennifer Jolly,1971
Jennifer Anne Pitts,1978
Jennifer Bini,1972
Jennifer Yuh,1972
Jensen Ross Ackles,1978
Jensen Atwood,1976
Jeremiah Palecek,1978
Jeremy Jones,1976
Jeremy Kenyon Lockyer Corbell,1977
Jeremy Joseph Lucido,1977
Jeremy Maxwell Kramer,1975
John Philip Jacob Elkann,1976
John Carter Hensley II,1977
John Paczkowski,1969
John A. Pérez,1969
John Smolenski,1973
John D. Viener,1972
John David Gosch,1969
Philip John Clapp Jr.,1971
Jonathan Shane Frear,1973
Jonathan Keith Gosselin,1977
Jonathan Daniel Hamm,1971
Jonathan Wellner,1975
Jonah Ethan Blechman,1975
Jonas James Pate,1970
Jonathan Bird,1969
Jonathan Scott Drubner,1972
Quan Kế Huy,1971
Jonathan Frederick Togo,1977
Jordan Christopher Belfi,1978
Joseph Thomas del Pesco,1975
William Joshua Hopkins,1970
Joshua Gordon Kilmer,1969
Joshua Lucas Easy Dent Maurer,1971
Joshua Matthew Michael McDermitt,1978
Joshua Warren Pate,1970
Joshua R. Randall,1972
Joshua Regnall Stewart,1977
Joshua Mohr,1976
Joshua Lincoln Oppenheimer,1974
Jolyn Christine Heutmaker,1970
José R. Solano,1971
Joy-Ann Lomena,1970
Jocelyn Bisco,1975
Joyce Chiang,1970
Judith Therese Evans,1975
Jason Boykoff,1970
Julia Lorraine Hill,1974
Julia Lee,1975
Julia Kathleen Murney,1969
Julian Michael Bashore,1972
Julian S. Smith,1972
Julie Suzanne Chen,1970
Julie Anne Donaldson,1978
Julie Marie Laipply,1978
Justin Hall,1974
Justin Michael Jenkins,1971
Justin Garrett Whalin,1974
Jéssica de La Peña,1977
Jennifer Joy Philbin,1974
Jan Maarten Troost,1969
John Paul Calderon,1975
Jean-Paul Christophe Manoux,1969
Jerome Trevor Edmond,1969
Jeffrey Brian Straubel,1975
John David Roberto,1969
Thomas Jacob Black,1969
Jacqueline Samantha Titone,1974
Jacob Erwin Wetterling,1978
Jacqueline Buckingham Anderson,1975
Jacob Danner Paltrow,1975
Jacob Paul Tapper,1969
James Earl Carter IV,1977
James Joseph Kuffner Jr.,1971
James LeSure,1970
Kaitlin Willow Olson,1975
Kala Lynne Savage,1978
Kali Bianca Troy,1971
Kami Marin,1972
Kara Denean Brock,1974
Karin Anna Cheung,1974
Kate Dillon,1974
Katie Irene Kreider,1975
Katherine Winifred Norby,1976
Kate del Castillo-Negrete Trillo,1972
Katherine Jane Bryant,1974
Kathryn Ann Wallace,1971
David Christopher Wittenburg,1972
Keith James Ferguson,1972
Julian Keith Getty,1974
Kelefa T. Sanneh,1975
Kelley King Earnhardt,1972
Andrea Kelly Crean,1974
Kenneth Allen Fox,1970
Kenneth Wayne Jennings III,1974
Kenneth Keith Steadman,1969
Kenneth Scott Troum,1970
Lisa Kennedy Montgomery,1972
Kenneth P. Massey,1975
洪天健 Kenneth,1976
Kerr Van Cleve Smith,1972
Kevin Michael Alejandro,1976
Kevin Andrew Collins,1974
Kevin Fitzgerald Corrigan,1969
Kevin J. Coughlin,1970
Kevin Daniel Williamson,1972
Kevin Hanemann Nalty,1969
Kevin Nkem Nwankwor,1976
Robert Kevin Rose,1977
Kia Joy Goodwin,1973
Keiko Jamen Ellsworth,1973
Kim Murphy Zandell,1974
Kimberly Jayne Raver,1969
Kimberly Rhodes,1969
Kimberly Ann Guilfoyle,1969
Kimberly Anne McCullough,1978
Kimora Lee Perkins,1975
Kevin Ian Pardue,1975
Kirsten Gronfield,1977
Kirsten Nelson,1970
Catherine Hoover,1970
Kristen Joy Schaal,1978
Kristin Ludecke,1977
Kurt Heinzman,1972
Karen Denise Aubert,1978
Edward Lucky McKee,1975
Elzie Granderson,1972
Lana Maria Parrilla,1977
Larry Correia,1977
Lawrence Joseph Campbell,1970
Lawrence Murphy Jr.,1972
Lars Pearson,1973
Laura Elizabeth Dean,1969
Laura G. Ling,1976
Laura Denise Schwartz,1973
Laura Sisk,1970
Laurel Lisa Holloman,1971
Heather Laurie Holden,1969
Lea Gabrielle Potts,1975
Leah Ann Cevoli,1974
Lee Isaac Chung,1978
Leila Carmelita Arcieri,1973
Elena Pisetski,1970
Leonard Francis McAllister Jr.,1972
Leonardo Aurellio Randy Fitzpatrick,1978
Leslie Erin Grossman,1971
Leslie Ann Stefanson,1971
Levni R. Yilmaz,1969
Lincoln O'Barry,1972
Linda Lee Chiaraluna,1969
Lindsay Nicole Korman,1978
Lindsay Soto,1976
Lindsey Erin Alley,1977
Linus Benedict Torvalds,1969
Lisa Anne Flate,1974
Lisa Kushell,1971
Lisa Barbuscia,1971
Lisa Goldstein,1974
Lisa Joann Thompson,1969
Lisa Marie Abato,1970
Lisa Varga,1971
Liza Colón,1972
Liza Victoria Huber,1975
Liza Rebecca Weil,1977
Lloyd F. Avery Jr.,1969
Kevin Lo'renzo Hill,1977
Chauncey Lamont Hawkins,1975
Louis Ozawa Changchien,1975
Maeve Harris,1976
Maia Luisa Brewton,1977
Malaya Rivera Drew,1978
Mara Davis,1969
Mara Hobel,1971
Marc Lowell Andreessen,1971
Marcus Paul Blucas,1972
Mark Edward Heuck,1969
Marc Hodosh,1972
Marcus Bertram Simon,1970
Matthew Berry,1969
Matthew Joseph Hill,1978
Matthew Robert Ramírez,1978
Matthew Langford Perry,1969
Matthew Brian Proman,1975
Matthew Scott Krentz,1976
Matthew Wayne Shepard,1976
Matthew Brian Winkler,1974
Charles Maury Wallace Sterling,1971
Mayte Jannell García,1973
Melanija Knavs,1970
Melanie Deanne Moore,1972
Melikset Khachiyan,1970
Melissa Grant,1978
Melissa Urban,1974
Melissa Margaret Peterman,1971
Mercedes Moltó Contreras,1974
Mercedes Rose Cochran,1972
Meredith Anne Bishop,1976
Meredith Dawn Salenger,1970
Metinee Washington Kingpayom,1972
Mia Amber Davis,1974
Esther Tonia Riggin,1978
Micah D. Ohlman,1972
Michael John Buckley,1975
Michael Joseph Dominic,1970
Michael James Gladis,1977
Michael Gerard Grimm,1970
Michael S. Holley,1970
Michael Andrew Hollick,1973
Micheal Dean Huttner,1969
Michael Clinton Irby,1972
Michael Joseph Kelly,1969
Michael David Palance,1970
Michael Anthony Peña,1976
Michael Quinn Sullivan,1970
Anthony Michael Ray Bower,1975
Michael Weverstad,1977
Michael Roof,1976
Michael Owen Rosenbaum,1972
Michael Yo Simmons,1974
Michaela Suzanne Watkins,1971
Michelle Gray,1970
Michelle Renee Clunie,1969
Michelle Kosinski,1974
Michelle Mouser,1973
Mick Cain,1978
Michael Shawn Carroll,1975
Mari Kashana Morrow,1974
Mariah Waterfall O'Brien,1971
Marianne Michelle Silber,1971
Marie Lan Matiko,1971
Santina Marissa Ribisi,1974
Andy Higgins,1969
Mark Proksch,1978
Mark William Spitz-Nagel,1971
Markos Moulitsas Zuniga,1971
Marlin Andrew Stutzman,1976
Marlon Lamont Wayans,1972
Martha Anne Butterworth,1977
Mary Mattingly,1978
Mary Catherine McCormack,1969
Marysol Castro,1976
Ajai Mathew Thomas,1974
Matthew A. Gutman,1977
Matt C. Peckham,1972
Matthew Rhoades,1975
Matthew Brandon Ross,1970
Matthew C. Taibbi,1970
Matthew J. Vogel II,1970
Michael L. Murphy,1975
Michael Masnick,1974
Michael Michalowicz,1970
Michael Edward Obermueller,1973
Michael G. Richards,1975
Michael Anthony Vitar,1978
Mikel Ruffinelli,1972
Michael Kelley,1973
Cliff Ming-Si Chen,1974
Missy Rayder,1978
William Maurice Cowan,1969
Molly Kristin Wood,1975
Monica Creel,1970
Matthew Glenn Milligan,1976
Dante Terrell Smith,1973
Mosab Hassan Yousef,1978
Pam Doré,1972
Deanna Lee Criswell,1971
Jeffrey Russell Hall,1978
Krista Lea Harrison,1971
Suzanne Nahuela Jovin,1977
Tina Marie Harmon,1969
Nandamuri Kalyan Ram,1978
Nasir bin Olu Dara Jones,1973
Natalia Andrea Rodriguez Carrillo,1976
Nathaniel Mark Dushku,1977
Nathaniel Read Silver,1978
Nathan Andrew Torrence,1977
Nathan Bryan Oman,1975
Nathan Luke West,1978
Naureen Marie Zaim,1978
Navlata Rawat,1977
Nayo Kian Wallace,1970
Edward Andrew Brower,1978
Neil Edward Hopkins,1977
Ngoli Onyeka Okafor,1974
Nicholas Edward Gonzalez,1976
Nicholas Mears Loeb,1975
Nicholas Quinn Rosenkranz,1970
Nicholaus Edward Goossens,1978
Nichole Marie Hiltz,1978
Nick Collier,1975
Nicholas J. Kroll,1978
Nicholas Katt,1970
Nicole Ari Parker,1970
Nicole Renee DeHuff,1975
Nicole Collier Paggi,1977
Nicole Rene Glaser,1974
Noah Leslie Hathaway,1971
Noah Strausser Speer Wyle,1971
Nona Marvisa Gaye,1974
Olga Sosnowska,1972
Oliver Weymouth Peterson,1976
Omar M. Gooding,1976
Omar Metwally,1974
Omar Laquon Regan,1975
Omar Rashad Tyree,1969
Omri Haim Katz,1976
Adam Jason Orienstein,1970
Owen K.C. Stephens,1970
Osgood Robert Perkins II,1974
Patrick Richard Daley,1975
Julie Anne Harris,1972
Patti Dunn,1976
Patricia Lea Jenkins,1971
Paul Roger Chabot,1974
Paul Bryan Hollis,1972
Paul Thomas Farrell Jr.,1972
Paul William Walker IV,1973
Paula Dean Kranz,1972
Sandra May McIntyre,1978
Penny Allen,1977
Percia Piétrolungo,1972
Peter Charles Capella III,1977
Peter Johansson,1973
Peter Marvin Alexander,1976
Peter Michael Paige,1969
Peter Sohn,1977
Peter Michael Traub,1974
Phillip Gerard Campbell,1972
Pablo Francisco,1974
Mindy Paige Davis,1969
Paige Huff,1972
Pamela Potillo,1974
Michael Steck,1972
Paola Turbay Gómez,1970
Patrick F. Kilbane,1969
Patri Friedman,1976
Philip Joseph Zuckerman,1969
Philip John Amelio II,1977
Phillip Warner Jr,1969
Philippe I. Reines,1969
Quanell Ralph Evans,1970
Robert Anderson Huebel,1969
Robert Marc Meadows,1976
Robert Allen Riggle Jr.,1970
Robb Michael LaKritz,1972
Robert Morgan Carlock,1972
Robert James Dold Jr.,1969
Robert Lane Gibbs,1971
Robert Dane Oliveri,1978
Robert Rave,1974
Robert Lawrence Leonard,1969
Robin Stubbs Goldstein,1976
Robin Sax,1971
Robin Charles Thicke,1977
Rodney Britz Glassman,1978
Romesh Ratnesar,1976
Ronald I. Christie,1969
Ronald Winston Yuan,1973
Rosa Alicia Clemente,1972
Rosemarie Alicia Jackson,1972
Roy Cliffton Padrick,1975
Ryan James Bittle,1976
Ryan Matthew Bollman,1972
Ryan Michael Brown,1975
Ryan Kahn,1977
Ryan Knowles,1978
Anthony Ryan Leslie,1978
Ryan Matthew McFaul,1973
Matthew Ryan Phillippe,1974
Ryan Noah Shapiro,1976
Ryan Singer,1973
Maurice Ryan Toby,1976
Ramu Yalamanchi,1974
Randall Szott,1971
Randall Baumann,1972
Randall Gene Spelling,1978
Raphaele Shirley,1969
Rashad Hasan Haughton,1977
Ravy Truchot,1972
Raymond Salvatore Harmon,1974
Rebecca Jo Budig,1973
Rebecca Lynn Cardon,1975
Rebecca Boggs Roberts,1970
Rebecca Alie Romijn,1972
Rebekah Ann Keller,1974
Darrin Reed Cowan,1972
Regina Rene King,1971
Richard Allen Lehmkuhl,1973
Reiko M. Aylesworth,1972
Ruby Rose Neri,1970
Renee K. Humphrey,1975
Renn McDonnell Hawkey,1974
Renée Kathleen Zellweger,1969
Robert James Revere La Noue,1976
Richard Jeffrey Ferguson,1970
Richard Jamal Johnson,1974
James Richard Kelly,1975
Richard Robert Ruccolo,1972
Richard Speight Jr.,1970
Richard Harper Gomez,1972
Roderick Younger,1969
David Moses Zerby,1975
Christopher Riley Schmidt,1976
Rita Mae LeBlanc,1977
Rita Ng,1978
Richard Jason Satawk Harris,1972
Robert Jackson Williams,1978
Rachel Recker,1972
Rachel J. Feinstein,1971
Rachel Leah Ramras,1975
Rachel Hannah Weisz,1970
Rachel Lemanski,1971
Rachel Zoe Rosenzweig,1971
Rajendra Ramoon Maharaj,1972
Sarah Ann Kozer,1973
Sarah Bailey,1973
Savannah Clark Guthrie,1971
Scot Mendelson,1969
Scott Matthew Bloom,1973
Scott Powell Holroyd,1975
Scott Michael Kleeb,1975
Scott Matthew Krycia,1971
Matthew Scott Murphy,1970
Scott Anthony Surovell,1971
Sean D. Bielat,1975
Sean Fletcher,1974
Sean Harland Murray,1977
Frank Sean Tiedeman,1972
Sergey Mikhaylovich BrinСерге́й Миха́йлович Брин,1973
Seth Enslow,1975
Seth Benjamin Gesshel-Green,1974
Shana Zadrick,1969
Shane Balkowitsch,1969
Shannon Bruce Snaith,1978
Shannon Rogers,1977
Shaun Michael Graham,1978
Va’Shaundya Karlette Nelson,1974
Shavar Malik Ross,1971
Susan Shawn Batten,1975
Shawn Michael Phelan,1975
Franklin Shea Whigham Jr.,1969
Sheeri Kritzer,1978
Shemar Franklin Moore,1970
Sheryl Kara Sandberg,1969
Shireen Elaine Crutchfield,1970
Shondrella Dupre Avery,1971
Silvio Horta,1974
Siri Kaur,1976
Sofia Carmina Coppola,1971
Sonya Eleonora Smith Jacquet,1972
Stacey Farias,1970
Stacey Ann Lannert,1972
Stacy Lee Kamano,1974
Stefani Lynn Schaeffer,1974
Stephanie Inez Baldwin,1978
Stephanie Marie McMahon,1976
Stephanie A. Romanova,1969
Timothy Stephen Babcock,1973
Stephen Thomas Saux Jr.,1972
Stephen Antonio Cardenas,1974
Steven Shih Chen,1978
Steven Gerard Connell,1975
Steven Michael Robert Howey,1977
Steve Kirit,1972
Steven Spinner,1969
Steven J. Wiebe,1969
Salvatore Iacono,1971
Samantha Susan Buck,1976
Samantha Ettus,1972
Samantha Sloyan,1978
Sandra Irene Destenave Fernández,1972
William Fisher,1970
Storme Warren,1970
William Webb,1972
Summer Joy Bottom,1978
Polgár Zsuzsanna,1969
Susan Ward,1976
Susana Martinez-Conde,1969
Kasseem Dean,1978
Theodore Michael Shapiro,1971
Thomas L. Filicia,1969
Tracy Lehuanani LaGondino,1974
Thomas Joseph Walton,1977
Thomas Albert Roberts,1972
Tia Nicole Tucker,1971
Tia Charlaine Walker,1970
Tichina Rolanda Arnold,1969
Tifany Kristen Lenhart,1972
Timothy M. Armstrong,1971
Timothy Darren Earley,1972
Timothy Richard Heidecker,1976
Timothy Alistair Telemachus Hetherington,1970
Timothy Michael Omundson,1969
Tina Caspary,1970
Tina Cervasio,1974
Tina Chang,1969
Titilayo Rachel Adedokun,1973
James Todd Rutherford,1970
Thomas Cotter,1972
Thomas Loren Lenk,1976
Thomas John Malloy,1974
Thomas Andrew Merritt,1970
Thomas John Patrick Welling,1977
Tomicah Sterling Tillemann-Dick,1978
Thomas Wilson Davis,1972
Tanisha Yarndriciaes Delores Neal,1976
Álvaro Luis Bernat Dalton,1975
Anthony Michael Fadell,1969
Anthony Hale,1970
Tony Kern,1969
Anthony Leondis,1972
Tonya Reiman,1969
Salvatore Paul Belleci,1970
Tracey Claire Fisher,1969
Tracie Nicole Thoms,1975
Travis Cordell Kalanick,1976
Timothy Eyster,1978
Trevor Shane Wiessmann,1976
Trevor Marshall St. John,1971
Tristan Alexander Bayer,1977
Troy William Slaten,1975
Tsianina Marie Means,1975
Tucker McNear Carlson,1969
Emmitt Perry Jr.,1969
Loutelious Holmes Jr.,1977
Thomas Joseph Lavin,1976
Taggart Romney,1970
Tamala Monique Edwards,1971
Tamara Beccam Mello,1976
Tamera Darvette Mowry,1978
Tamisha Akbar,1970
Tamara Townsend,1970
Tanisha Lynn Eanes,1978
Tara Mcpherson,1976
Tareq Dirgham Salahi,1969
Obayemi Babajide Adetokunbo Onafuwa,1975
Tamar Le Anne Epstein,1975
Terry Lumish,1976
Greg Uttsada Panichkul,1973
Vanessa Davis,1978
Vanessa Brit Dorman,1969
Victor Jih,1973
Vincent Ernest Vieluf,1970
Virginia Page Heffernan,1969
Walter Dohrn,1970
Warren David Blosjo Jr.,1977
Albert Watkins Key Jr.,1970
Welles Remy Crowther,1977
Wendy Calio,1977
Wesley Watende Omari Moore,1978
Wesley Jonathan Waples,1978
Whitney C. Johnson,1973
Wiley Ramsey Wiggins,1976
William Alan Friedle,1976
Lee Sang-wook (이상욱),1971
William Joel Dobson,1973
William Sebastian Kenefick II,1971
Wilson Echevarría,1973
Alvin Nathaniel Joiner,1974
Yvonne C. Arias,1976
York Alec Shackleton,1974
Zachary Michael Dasher,1978
Zachariah Helm,1975
Zachary Scott Bogue,1975
Zachary Aaron Oberzan,1974
Zachary Ben Hample,1977
Adam Zachary Orth,1970
name,birthyear,
Amy Jessica Castle,1990
Amy Estella Colley,1984
Amy Diaz,1984
Ana Brenda Contreras Pérez,1986
Anahit Misak Kasparian,1986
Ana Christina Rodriguez,1986
Andre Jamal Kinney,1989
Andrea Ciliberti,1983
Andrea Duke,1982
Andrew Berardini,1982
Andrew Michael Eiden,1983
Andrew Russell Garfield,1983
Andrew James Lawrence,1988
Andrew Shim,1983
Andrew Joseph Finch,1981
Andrew David Herren,1986
Angela Sue Rypien,1990
Angus Redford Sutherland,1982
Anisha Nagarajan,1983
Anjelah Nicole Johnson,1982
Ann Blair Thornton,1989
Anna Kay Akana,1989
Annabel May Jarman,1984
Anne Jacqueline Hathaway,1982
Anneliese Louise van der Pol,1984
Anthony Edward Spadaccini,1982
Antoinette Meralise Picatto,1985
Antoinette Cherish Flores Taus,1981
Anton Viktorovich Yelchin,1989
Alejandra Gutierrez Oraa,1987
Alexander Anthony Black,1989
Alexander Richard Frost,1987
Alex Goyette,1988
Alexander Robert Hirsch,1985
Alex McKenna,1984
Alejandro Meraz,1985
Alexander Richard Pettyfer,1990
Alexander Vincent LoScialpo,1981
Alexander Brooks Yellen,1981
Alexandra Melina Picatto,1983
Alicia Jacobsen Menendez,1983
Aliona Valeriya Vilani,1984
Alisa Adriana Reyes,1981
Allison Lee Kreiger,1983
Allison Paganetti,1984
Allyn Rose,1988
Alyse Cynthia Eady,1988
Alysha Noel Harris,1987
Amanda Renee Jelks,1986
Amanda Kozak,1984
Amanda Helen Pennekamp,1981
Amanda Grace Sudano,1982
Amber Laura Heard,1986
Amber Marie Seyer,1986
Amber Dawn Stevens,1986
Anya Ayoung-Chee,1981
Austin Santos,1985
Aria Noelle Curzon,1987
Arron Scott,1985
Артём Владимирович Чигвинцев,1982
Ashlee Nicole Baracy,1985
Ashleigh Udalovas,1988
Anna Ashley Bell,1986
Ashley Davis,1988
Ashley Elizabeth Durham,1990
Ashley Christina Hartman,1985
Ashley Renee Litton,1983
Ashley Lauren Melnick,1989
Ashley Allyn Roberts,1981
Ashlynn Yennie,1985
Audrey Lynn Kitching,1985
Austin Miles Stowell,1984
Austin Bennett Tice,1981
Aviva Farber,1984
Alvaro Joshua Lamas,1983
Aamina Sheikh,1981
Aaron Douglas O'Connell,1981
Aaron Travis Kozak,1983
Aaron Joseph Meeks,1986
Abigail C. Hancock,1986
Abigail Haight Huntsman,1986
Abby Norman,1984
Abigail McCary,1982
Adam Charles Kokesh,1982
Edward Adam Senn,1984
Adam Luke Springfield,1982
Adam Michael Wurtzel,1985
Adam Augustus Wylie,1984
Daniel Anthony Noriega,1989
Gerardo Celasco,1982
Afërdita Dreshaj,1986
Ahmad Abousamra,1981
Charlotte MacInnis,1981
Alan Christopher Chin,1987
Barbara Pierce Bush,1981
Baruch Yehudah Shemtov,1987
Rebecca Stern,1985
Benjamin Harold Zeitlin,1982
Benjamin Isaac Diskin,1982
Bethany Gerber,1989
Bethany Joy Lenz,1981
Betsy Sodaro,1984
Bevin Anne Prince,1982
Bianca Suzanne Collins,1988
Blake Aaron Ross,1985
Blake Edward Young-Fountain,1981
Robert Quinn Rice,1983
Brad Lee Bitler,1985
Brady James Monson Corbet,1988
Brandon Robert Stripling Buddy,1984
Brandon Makkole DeShazer,1984
Brandon Allan Hardesty,1987
Brandon Paul Ruckdashel,1983
Brandon Timothy Jackson,1984
Breanna Christine Conrad,1989
Bree Condon,1986
Brenda Kaye Brabham,1981
Brendan Andolsek Bradley,1983
Brendan Gilmore Burke,1988
Brendan Robinson,1990
Brenden Richard Jefferson,1986
Brent Skoda,1985
Brett David Chukerman,1981
Brian Joseph Chesky,1981
Brian Shaw,1982
Briana Barbara-Jane Evigan,1986
Brianne Hughes Moncrief,1983
Bridget Catherine Regan,1982
Brianne Sidonie Desaulniers,1989
Brittany May McHenry,1986
Brittany Ashton Holmes,1989
Brittany Brianne Crouch,1985
Brittany Ryan Swann,1983
Brittany Wiser,1987
Brittany Leigh York,1990
Brittney Marie Alger,1988
Brittney Jayne Rogers,1982
Brodie Matthew Brazil,1981
Brooke Allison Brodack,1986
Brooke Nicole Daniels,1986
Brooks Patrick Wheelan,1986
Bryan Christopher Hearne,1988
Brandon Scott Sessoms,1981
Bailey Buntain,1989
Bailey Ann Noble,1990
Charles Michael Davis,1984
Charles Duncan Ebersol,1982
Charlotte Dean,1982
Charlyne Amanda Yi,1986
Janney Marín,1985
Chloe Kay Coscarelli,1987
Chord Paul Overstreet,1989
Christopher Lloyd Cooley,1983
Christopher James Handley,1983
Michael Christopher Tilley,1985
Christopher Charles Wood,1988
Chrissa Joan Miller,1985
Christian Verrier Scheider,1990
Christian Marie Serratos,1990
Christina Maureen Keegan,1985
Christine Kozlowski,1988
Christopher Knight Roberts,1988
Chyler Leigh Potts,1982
Herbert Claiborne Pell IV,1981
Christopher Casey Swiney,1981
Cody Michael Burger,1983
Cody Christopher Calafiore,1990
Cody Austin Deal,1986
Cody Martin Linley,1989
Cody Arthur McMains,1985
Cody Rutledge Wilson,1988
Colbie Marie Caillat,1985
Joel Loving (later changed to Coleman Alexander Young Jr.),1984
Colton Lee Haynes,1988
Columbus Keith Short Jr.,1982
Condola Phylea Rashād,1986
Corbin Bleu Reivers,1989
Cory Kennedy,1990
Courtland Robert Mead,1987
Courtney Adams,1981
Courtney Lorraine Barnas,1987
Courtney Erin Carroll,1982
Cristina Marie Crotz,1986
Cristina Nardozzi,1983
Cristina Carrera,1982
Crystle Danae Stewart,1981
Curtis-Ross Kulig,1981
Cyrus John Fees,1982
Caitlin Shea Morrall Machol,1983
Caitlin Irene Simmons,1985
Caity Marie Lotz,1986
Caleche Ranae Manos,1984
Calum Milan Best,1981
Cam Joslin Gigandet,1982
Cameron Van Hoy,1985
Camila Figueras,1986
Camilla Anne Luddington,1983
Camille Simoine Winbush,1990
Candace Glickman,1982
Candice Loren Crawford,1986
Candice Rene Accola,1987
Christina Walsh,1988
Cara Renee Gorges,1987
Cara Louise Santa Maria,1983
Madeleine Lauren Humphries,1988
Carla Rhodes,1982
Carlos Ramirez-Rosa,1989
Carmella Danielle DeCesare,1982
Carrie Ann Stroup,1982
Casey Jon Deidrick,1987
Casey Jean Messer,1983
Casey Owen Neistat,1981
Cassady Lance,1985
Cassandra Jean Whitehead,1985
Caitlin Elizabeth Marnell,1982
Catharine Elizabeth Edwards,1982
Caterina Marie Lopez,1987
Chandler Abit Massey,1990
Chanel Iman Robinson,1990
Chanel Joy Puaalaonali Wise,1985
Chantal Zaky,1988
Charles C. Johnson,1988
Darin Lee Brooks,1984
David Leavitt,1983
David Andrew Gregory,1985
David Robert Daleiden,1989
David Nelson Dillehunt,1984
David Lee Gallagher,1985
David Lee Ober,1987
David Daniel Otunga,1982
David Anthony Zennie,1988
Rafael Castillo,1984
Dean Richard Collins,1990
Brittanie Nichole Cecil,1988
Nataline Mary Sarkisyan,1990
Dennis Joseph Mikolay II,1989
Dennis Joseph O'Neil,1981
Derek Charles Blasberg,1982
Derrick Levasseur,1984
Despina Delios,1984
Devin Graham,1983
Devon Anjelica,1985
Dharminder Mann,1984
Jennifer Joyce Kesse,1981
Jessica Edith Louise Foster,1984
Djuan Keila Trent,1986
Dominic Kyle Sandoval,1985
Dominik Cristina García-Lorido,1983
Douglas Mark Brochu,1990
Doug Francis Reinhardt,1984
Dree Louise Hemingway Crisman,1987
David Kim,1989
Daniel Scott Zahller Brown,1990
Daniel Wheatley Oster,1981
Dani Reeves,1985
Daniel Paul Booko,1983
Daniel Jacob Radcliffe,1989
Daniela Bascopé Van Grieken,1982
Danielle Bounds,1984
Danielle Kirsten Muriel Castaño,1989
Danielle Demski,1981
Danielle Kathleen Savre,1988
Erica Danielle Rhodes,1986
Edwyn Charles Huang,1982
Edwin Martel Basil Hodge,1985
Elettra-Ingrid Wiedemann,1983
Elijah Jordan Wood,1981
Eliyahu Federman,1984
Eliza Kate Coupe,1981
Elizabeth Ellen Rice,1985
Lindsey Gayle Evans,1989
Lisa and Elizabeth Fowler,1988
Elliott Liu,1989
Emilee Wallace,1989
Emily Ann Morelli,1984
Emily Cook,1986
Emily Ann Cox,1986
